4G_App_Thrp,PDCP_Thrp,RSRP,RSRQ,SINR,PDSCH_RB
0,108485.24,-63.7,-10.6,29.4,70.8
0,108485.24,-63.7,-10.6,29.4,70.8
0,134988.48,-62.5,-11.8,29.2,92.4
0,134988.48,-62.5,-11.8,29.2,92.4
0,144152.8,-62.3,-12,29.1,95.6
0,144152.8,-62.3,-12,29.1,95.6
0,145481.02,-63.7,-11.8,27,94.8
0,145481.02,-63.7,-11.8,27,94.8
0,126370.02,-64.2,-12,26.1,85.6
0,126370.02,-64.2,-12,26.1,85.6
0,100091.09,-67,-11.6,28.6,74.2
0,100091.09,-67,-11.6,28.6,74.2
0,20964.93,-66.6,-8.1,28.8,20
0,20964.93,-66.6,-8.1,28.8,20
0,0,-69,-6.4,29.2,4
0,0,-69,-6.4,29.2,4
,56154.63,-70.2,-9.3,25.5,80
,56154.63,-70.2,-9.3,25.5,80
,138121.94,-72.5,-11.4,25.3,92.4
,138121.94,-72.5,-11.4,25.3,92.4
0,128876.06,-73.6,-10.8,27.1,92
0,128876.06,-73.6,-10.8,27.1,92
0,103807.57,-78.6,-11.6,22.6,95.6
0,103807.57,-78.6,-11.6,22.6,95.6
0,77634.02,-78.2,-11.1,12.3,94.8
0,77634.02,-78.2,-11.1,12.3,94.8
0,67793,-80,-12.3,10.6,94.8
0,67793,-80,-12.3,10.6,94.8
0,45134.14,-84.5,-12.7,7,73.6
0,45134.14,-84.5,-12.7,7,73.6
0,48771.01,-83.9,-12.4,16.6,81.6
0,48771.01,-83.9,-12.4,16.6,81.6
0,58028.08,-83.8,-12.3,18.3,94
0,58028.08,-83.8,-12.3,18.3,94
0,60217.5,-81.9,-12.1,19.5,92.8
0,60217.5,-81.9,-12.1,19.5,92.8
0,60607.49,-77.4,-12.1,22,94.8
0,60607.49,-77.4,-12.1,22,94.8
0,47125.39,-71.1,-13.6,18.1,92
0,47125.39,-71.1,-13.6,18.1,92
0,43544.47,-75,-13.1,16,94.8
0,43544.47,-75,-13.1,16,94.8
,52067.69,-72.3,-12.4,24.3,96
